ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_DIN_1,20,1_FOY_1,0,12,13
1_DIN_1,20,1_KIT_1,3,12,17
1_POR_1,18,1_FOY_1,0,22,13
1_CLO_1,11,1_HAL_1,8,5,15
1_BED_1,2,1_CLO_2,11,2,6
1_BED_1,2,1_HAL_3,8,2,16
1_BED_2,2,1_CLO_5,11,3,9
1_BED_2,2,1_HAL_3,8,3,16
1_HAL_1,8,1_LIV_1,1,15,19
1_HAL_1,8,1_GAR_1,19,15,14
1_HAL_1,8,1_LIV_1,1,15,19
1_HAL_1,8,1_CLO_1,11,15,5
1_HAL_1,8,1_PAN_1,9,15,20
1_HAL_1,8,1_PAN_2,9,15,21
1_HAL_1,8,1_LAU_1,10,15,18
1_BAT_1,4,1_HAL_3,8,0,16
1_LIV_1,1,1_HAL_1,8,19,15
1_LIV_1,1,1_FOY_1,0,19,13
1_LIV_1,1,1_HAL_1,8,19,15
1_LIV_1,1,1_HAL_3,8,19,16
1_LIV_1,1,1_KIT_1,3,19,17
1_LIV_1,1,1_POR_2,18,19,23
1_POR_2,18,1_LIV_1,1,23,19
1_CLO_2,11,1_BED_1,2,6,2
1_CLO_3,11,1_BED_3,2,7,4
1_PAN_1,9,1_HAL_1,8,20,15
1_PAN_2,9,1_HAL_1,8,21,15
1_CLO_4,11,1_HAL_3,8,8,16
1_LAU_1,10,1_HAL_1,8,18,15
1_FOY_1,0,1_LIV_1,1,13,19
1_FOY_1,0,1_DIN_1,20,13,12
1_FOY_1,0,1_POR_1,18,13,22
1_UTI_1,6,1_GAR_1,19,24,14
1_HAL_3,8,1_LIV_1,1,16,19
1_HAL_3,8,1_CLO_4,11,16,8
1_HAL_3,8,1_CLO_6,11,16,10
1_HAL_3,8,1_BED_1,2,16,2
1_HAL_3,8,1_BED_2,2,16,3
1_HAL_3,8,1_BAT_1,4,16,0
1_HAL_3,8,1_BED_3,2,16,4
1_BED_3,2,1_CLO_3,11,4,7
1_BED_3,2,1_BAT_2,4,4,1
1_BED_3,2,1_HAL_3,8,4,16
1_BAT_2,4,1_CLO_7,11,1,11
1_BAT_2,4,1_BED_3,2,1,4
1_KIT_1,3,1_LIV_1,1,17,19
1_KIT_1,3,1_DIN_1,20,17,12
1_GAR_1,19,1_UTI_1,6,14,24
1_GAR_1,19,1_HAL_1,8,14,15
1_CLO_5,11,1_BED_2,2,9,3
1_CLO_6,11,1_HAL_3,8,10,16
1_CLO_7,11,1_BAT_2,4,11,1
