ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
2_GAR_1,19,2_UTI_1,6,13,23
2_GAR_1,19,2_HAL_1,8,13,14
2_BAT_1,4,2_HAL_1,8,0,14
2_UTI_1,6,2_GAR_1,19,23,13
2_DRE_1,5,2_HAL_1,8,10,14
2_DRE_1,5,2_BED_1,2,10,4
2_HAL_1,8,2_LIV_1,1,14,18
2_HAL_1,8,2_DRE_1,5,14,10
2_HAL_1,8,2_BED_1,2,14,4
2_HAL_1,8,2_LIV_1,1,14,18
2_HAL_1,8,2_BAT_1,4,14,0
2_HAL_1,8,2_UTI_2,6,14,24
2_HAL_1,8,2_PAN_1,9,14,19
2_HAL_1,8,2_STA_1,7,14,22
2_HAL_1,8,2_GAR_1,19,14,13
2_UTI_2,6,2_HAL_1,8,24,14
2_BED_1,2,2_DRE_1,5,4,10
2_BED_1,2,2_HAL_1,8,4,14
2_BED_1,2,2_BAT_4,4,4,3
2_BAT_2,4,2_BAT_3,4,1,2
2_BAT_2,4,2_HAL_2,8,1,15
2_BED_2,2,2_CLO_2,11,5,8
2_BED_2,2,2_HAL_2,8,5,15
2_HAL_2,8,2_LIV_1,1,15,18
2_HAL_2,8,2_BED_2,2,15,5
2_HAL_2,8,2_BED_3,2,15,6
2_HAL_2,8,2_LAU_1,10,15,17
2_HAL_2,8,2_BAT_2,4,15,1
2_PAN_1,9,2_HAL_1,8,19,14
2_STA_1,7,2_HAL_1,8,22,14
2_LIV_1,1,2_HAL_1,8,18,14
2_LIV_1,1,2_HAL_2,8,18,15
2_LIV_1,1,2_FOY_1,0,18,12
2_LIV_1,1,2_HAL_1,8,18,14
2_LIV_1,1,2_KIT_1,3,18,16
2_LIV_1,1,2_POR_1,18,18,20
2_FOY_1,0,2_LIV_1,1,12,18
2_FOY_1,0,2_CLO_3,11,12,9
2_FOY_1,0,2_POR_2,18,12,21
2_BED_3,2,2_CLO_1,11,6,7
2_BED_3,2,2_HAL_2,8,6,15
2_LAU_1,10,2_HAL_2,8,17,15
2_POR_1,18,2_LIV_1,1,20,18
2_BAT_3,4,2_BAT_2,4,2,1
2_POR_2,18,2_FOY_1,0,21,12
2_BAT_4,4,2_DRE_2,5,3,11
2_BAT_4,4,2_BED_1,2,3,4
2_KIT_1,3,2_LIV_1,1,16,18
2_DRE_2,5,2_BAT_4,4,11,3
2_CLO_1,11,2_BED_3,2,7,6
2_CLO_2,11,2_BED_2,2,8,5
2_CLO_3,11,2_FOY_1,0,9,12
