ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_DIN_1,20,1_FOY_1,0,9,11
1_DIN_1,20,1_HAL_1,8,9,13
1_BED_1,2,1_CLO_3,11,2,7
1_BED_1,2,1_BAT_1,4,2,0
1_BED_1,2,1_DRE_1,5,2,10
1_BED_1,2,1_HAL_1,8,2,13
1_HAL_1,8,1_LIV_1,1,13,16
1_HAL_1,8,1_BED_1,2,13,2
1_HAL_1,8,1_LAU_1,10,13,15
1_HAL_1,8,1_LIV_1,1,13,16
1_HAL_1,8,1_STA_1,7,13,19
1_HAL_1,8,1_DIN_1,20,13,9
1_KIT_1,3,1_LIV_1,1,14,16
1_KIT_1,3,1_PAN_1,9,14,17
1_PAN_1,9,1_KIT_1,3,17,14
1_LIV_1,1,1_HAL_1,8,16,13
1_LIV_1,1,1_KIT_1,3,16,14
1_LIV_1,1,1_HAL_1,8,16,13
1_LIV_1,1,1_FOY_1,0,16,11
1_LIV_1,1,1_UTI_1,6,16,20
1_LIV_1,1,1_BED_2,2,16,3
1_LIV_1,1,1_BAT_2,4,16,1
1_LIV_1,1,1_BED_3,2,16,4
1_BAT_1,4,1_BED_1,2,0,2
1_DRE_1,5,1_BED_1,2,10,2
1_STA_1,7,1_HAL_1,8,19,13
1_UTI_1,6,1_LIV_1,1,20,16
1_BED_2,2,1_LIV_1,1,3,16
1_BAT_2,4,1_LIV_1,1,1,16
1_POR_1,18,1_FOY_1,0,18,11
1_BED_3,2,1_CLO_4,11,4,8
1_BED_3,2,1_LIV_1,1,4,16
1_FOY_1,0,1_LIV_1,1,11,16
1_FOY_1,0,1_CLO_2,11,11,6
1_FOY_1,0,1_DIN_1,20,11,9
1_FOY_1,0,1_POR_1,18,11,18
1_GAR_1,19,1_LAU_1,10,12,15
1_CLO_1,11,1_LAU_1,10,5,15
1_CLO_2,11,1_FOY_1,0,6,11
1_LAU_1,10,1_CLO_1,11,15,5
1_LAU_1,10,1_GAR_1,19,15,12
1_LAU_1,10,1_HAL_1,8,15,13
1_CLO_3,11,1_BED_1,2,7,2
1_CLO_4,11,1_BED_3,2,8,4
