ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_DIN_1,20,1_FOY_1,0,7,9
1_POR_1,18,1_LIV_1,1,20,18
1_POR_1,18,1_LIV_1,1,20,18
1_KIT_1,3,1_LIV_1,1,13,18
1_KIT_1,3,1_HAL_1,8,13,11
1_BAT_1,4,1_DRE_1,5,0,8
1_BAT_1,4,1_BED_3,2,0,4
1_BAT_1,4,1_LAU_3,10,0,16
1_DRE_1,5,1_BAT_1,4,8,0
1_LAU_1,10,1_PAN_1,9,14,19
1_LAU_1,10,1_HAL_1,8,14,11
1_CLO_1,11,1_BED_1,2,5,2
1_BAT_2,4,1_HAL_2,8,1,12
1_LIV_1,1,1_KIT_1,3,18,13
1_LIV_1,1,1_FOY_1,0,18,9
1_LIV_1,1,1_HAL_1,8,18,11
1_LIV_1,1,1_HAL_2,8,18,12
1_LIV_1,1,1_POR_1,18,18,20
1_LIV_1,1,1_POR_1,18,18,20
1_LAU_2,10,1_HAL_2,8,15,12
1_POR_2,18,1_FOY_1,0,21,9
1_POR_2,18,1_GAR_1,19,21,10
1_GAR_1,19,1_UTI_1,6,10,22
1_GAR_1,19,1_POR_2,18,10,21
1_FOY_1,0,1_LIV_1,1,9,18
1_FOY_1,0,1_DIN_1,20,9,7
1_FOY_1,0,1_HAL_2,8,9,12
1_FOY_1,0,1_POR_2,18,9,21
1_HAL_1,8,1_LIV_1,1,11,18
1_HAL_1,8,1_KIT_1,3,11,13
1_HAL_1,8,1_LAU_1,10,11,14
1_BED_1,2,1_CLO_1,11,2,5
1_BED_1,2,1_HAL_2,8,2,12
1_BED_2,2,1_CLO_2,11,3,6
1_BED_2,2,1_HAL_2,8,3,12
1_HAL_2,8,1_LIV_1,1,12,18
1_HAL_2,8,1_BAT_2,4,12,1
1_HAL_2,8,1_LAU_2,10,12,15
1_HAL_2,8,1_BED_2,2,12,3
1_HAL_2,8,1_LAU_4,10,12,17
1_HAL_2,8,1_FOY_1,0,12,9
1_HAL_2,8,1_BED_1,2,12,2
1_UTI_1,6,1_GAR_1,19,22,10
1_BED_3,2,1_BAT_1,4,4,0
1_LAU_3,10,1_BAT_1,4,16,0
1_LAU_4,10,1_HAL_2,8,17,12
1_PAN_1,9,1_LAU_1,10,19,14
1_CLO_2,11,1_BED_2,2,6,3
