ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_DIN_1,20,1_KIT_1,3,8,13
1_DIN_1,20,1_FOY_1,0,8,11
1_DIN_2,20,1_LIV_1,1,9,16
1_DIN_2,20,1_KIT_1,3,9,13
1_DIN_2,20,1_LIV_1,1,9,16
1_DRE_1,5,1_BAT_1,4,10,0
1_FOY_1,0,1_LIV_1,1,11,16
1_FOY_1,0,1_CLO_3,11,11,7
1_FOY_1,0,1_DIN_1,20,11,8
1_FOY_1,0,1_POR_1,18,11,17
1_KIT_1,3,1_LIV_1,1,13,16
1_KIT_1,3,1_DIN_1,20,13,8
1_KIT_1,3,1_DIN_2,20,13,9
1_BED_1,2,1_CLO_1,11,2,5
1_BED_1,2,1_BAT_2,4,2,1
1_BAT_1,4,1_DRE_1,5,0,10
1_BAT_1,4,1_BED_3,2,0,4
1_BED_2,2,1_CLO_2,11,3,6
1_BED_2,2,1_LIV_1,1,3,16
1_BED_2,2,1_LAU_1,10,3,14
1_LAU_1,10,1_BED_2,2,14,3
1_UTI_1,6,1_GAR_1,19,18,12
1_LAU_2,10,1_LIV_1,1,15,16
1_BED_3,2,1_BAT_1,4,4,0
1_BED_3,2,1_LIV_1,1,4,16
1_CLO_1,11,1_BED_1,2,5,2
1_CLO_2,11,1_BED_2,2,6,3
1_POR_1,18,1_FOY_1,0,17,11
1_GAR_1,19,1_UTI_1,6,12,18
1_GAR_1,19,1_LIV_1,1,12,16
1_BAT_2,4,1_BED_1,2,1,2
1_BAT_2,4,1_LIV_1,1,1,16
1_CLO_3,11,1_FOY_1,0,7,11
1_LIV_1,1,1_FOY_1,0,16,11
1_LIV_1,1,1_KIT_1,3,16,13
1_LIV_1,1,1_LAU_2,10,16,15
1_LIV_1,1,1_GAR_1,19,16,12
1_LIV_1,1,1_BAT_2,4,16,1
1_LIV_1,1,1_DIN_2,20,16,9
1_LIV_1,1,1_DIN_2,20,16,9
1_LIV_1,1,1_BED_2,2,16,3
1_LIV_1,1,1_BED_3,2,16,4
