ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_GAR_1,19,1_UTI_2,6,4,15
1_GAR_1,19,1_LAU_2,10,4,9
1_GAR_1,19,1_POR_2,18,4,12
1_POR_1,18,1_HAL_1,8,11,5
1_HAL_1,8,1_LIV_1,1,5,10
1_HAL_1,8,1_CLO_1,11,5,2
1_HAL_1,8,1_POR_1,18,5,11
1_BAT_1,4,1_LAU_1,10,0,8
1_BAT_1,4,1_BED_1,2,0,1
1_BAT_1,4,1_HAL_2,8,0,6
1_BAT_1,4,1_HAL_2,8,0,6
1_UTI_1,6,1_HAL_2,8,14,6
1_LIV_1,1,1_HAL_1,8,10,5
1_LIV_1,1,1_HAL_2,8,10,6
1_LIV_1,1,1_KIT_1,3,10,7
1_LIV_1,1,1_STA_1,7,10,13
1_LIV_1,1,1_POR_2,18,10,12
1_HAL_2,8,1_LIV_1,1,6,10
1_HAL_2,8,1_UTI_1,6,6,14
1_HAL_2,8,1_UTI_3,6,6,16
1_HAL_2,8,1_BAT_1,4,6,0
1_HAL_2,8,1_BAT_1,4,6,0
1_HAL_2,8,1_LAU_2,10,6,9
1_BED_1,2,1_DRE_1,5,1,3
1_BED_1,2,1_BAT_1,4,1,0
1_POR_2,18,1_GAR_1,19,12,4
1_POR_2,18,1_LIV_1,1,12,10
1_UTI_2,6,1_GAR_1,19,15,4
1_KIT_1,3,1_LIV_1,1,7,10
1_KIT_1,3,1_LAU_2,10,7,9
1_LAU_1,10,1_BAT_1,4,8,0
1_UTI_3,6,1_HAL_2,8,16,6
1_DRE_1,5,1_BED_1,2,3,1
1_LAU_2,10,1_KIT_1,3,9,7
1_LAU_2,10,1_GAR_1,19,9,4
1_LAU_2,10,1_HAL_2,8,9,6
1_STA_1,7,1_LIV_1,1,13,10
1_CLO_1,11,1_HAL_1,8,2,5
