ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_GAR_1,19,1_HAL_1,8,9,10
1_UTI_1,6,1_LIV_1,1,15,13
1_KIT_1,3,1_LIV_1,1,12,13
1_BED_1,2,1_CLO_3,11,1,5
1_BED_1,2,1_LIV_1,1,1,13
1_UTI_2,6,1_HAL_2,8,16,11
1_CLO_1,11,1_BED_2,2,3,2
1_STA_1,7,1_LIV_1,1,14,13
1_BED_2,2,1_CLO_1,11,2,3
1_BED_2,2,1_HAL_2,8,2,11
1_CLO_2,11,1_LIV_1,1,4,13
1_BAT_1,4,1_HAL_2,8,0,11
1_CLO_3,11,1_BED_1,2,5,1
1_LIV_1,1,1_KIT_1,3,13,12
1_LIV_1,1,1_HAL_1,8,13,10
1_LIV_1,1,1_HAL_2,8,13,11
1_LIV_1,1,1_HAL_1,8,13,10
1_LIV_1,1,1_CLO_2,11,13,4
1_LIV_1,1,1_UTI_1,6,13,15
1_LIV_1,1,1_BED_1,2,13,1
1_LIV_1,1,1_STA_1,7,13,14
1_CLO_4,11,1_HAL_2,8,6,11
1_CLO_5,11,1_HAL_2,8,7,11
1_HAL_1,8,1_LIV_1,1,10,13
1_HAL_1,8,1_GAR_1,19,10,9
1_HAL_1,8,1_LIV_1,1,10,13
1_HAL_1,8,1_CLO_6,11,10,8
1_CLO_6,11,1_HAL_1,8,8,10
1_HAL_2,8,1_LIV_1,1,11,13
1_HAL_2,8,1_CLO_4,11,11,6
1_HAL_2,8,1_CLO_5,11,11,7
1_HAL_2,8,1_UTI_2,6,11,16
1_HAL_2,8,1_BED_2,2,11,2
1_HAL_2,8,1_BAT_1,4,11,0
