ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_GAR_1,19,1_HAL_2,8,13,15
1_DRE_1,5,1_BED_2,2,10,3
1_DRE_1,5,1_BED_2,2,10,3
1_BED_1,2,1_DRE_2,5,2,11
1_BED_1,2,1_BAT_2,4,2,1
1_BED_1,2,1_UTI_2,6,2,19
1_DRE_2,5,1_BED_1,2,11,2
1_BED_2,2,1_DRE_1,5,3,10
1_BED_2,2,1_DRE_1,5,3,10
1_BED_2,2,1_FOY_1,0,3,12
1_KIT_1,3,1_LIV_1,1,16,17
1_LIV_1,1,1_KIT_1,3,17,16
1_LIV_1,1,1_FOY_1,0,17,12
1_LIV_1,1,1_HAL_1,8,17,14
1_LIV_1,1,1_HAL_2,8,17,15
1_BAT_1,4,1_HAL_2,8,0,15
1_FOY_1,0,1_LIV_1,1,12,17
1_FOY_1,0,1_CLO_3,11,12,8
1_FOY_1,0,1_BED_2,2,12,3
1_FOY_1,0,1_HAL_1,8,12,14
1_BED_3,2,1_CLO_4,11,4,9
1_BED_3,2,1_UTI_2,6,4,19
1_BAT_2,4,1_BED_1,2,1,2
1_HAL_1,8,1_LIV_1,1,14,17
1_HAL_1,8,1_FOY_1,0,14,12
1_CLO_1,11,1_BED_4,2,6,5
1_HAL_2,8,1_LIV_1,1,15,17
1_HAL_2,8,1_BAT_1,4,15,0
1_HAL_2,8,1_BED_4,2,15,5
1_HAL_2,8,1_GAR_1,19,15,13
1_HAL_2,8,1_UTI_2,6,15,19
1_CLO_2,11,1_UTI_2,6,7,19
1_CLO_3,11,1_FOY_1,0,8,12
1_BED_4,2,1_CLO_1,11,5,6
1_BED_4,2,1_HAL_2,8,5,15
1_UTI_1,6,1_UTI_2,6,18,19
1_CLO_4,11,1_BED_3,2,9,4
1_UTI_2,6,1_CLO_2,11,19,7
1_UTI_2,6,1_BED_3,2,19,4
1_UTI_2,6,1_UTI_1,6,19,18
1_UTI_2,6,1_BED_1,2,19,2
1_UTI_2,6,1_HAL_2,8,19,15
