ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_GAR_1,19,1_UTI_1,6,12,21
1_GAR_1,19,1_LAU_1,10,12,16
1_POR_1,18,1_FOY_1,0,19,11
1_BED_1,2,1_FOY_1,0,2,11
1_BED_1,2,1_DRE_2,5,2,9
1_BED_1,2,1_BAT_1,4,2,0
1_BAT_1,4,1_DRE_3,5,0,10
1_BAT_1,4,1_BED_1,2,0,2
1_LIV_1,1,1_HAL_1,8,17,13
1_LIV_1,1,1_KIT_1,3,17,15
1_LIV_1,1,1_FOY_1,0,17,11
1_LIV_1,1,1_HAL_1,8,17,13
1_LIV_1,1,1_HAL_1,8,17,13
1_UTI_1,6,1_GAR_1,19,21,12
1_HAL_1,8,1_LIV_1,1,13,17
1_HAL_1,8,1_POR_2,18,13,20
1_HAL_1,8,1_LIV_1,1,13,17
1_HAL_1,8,1_LIV_1,1,13,17
1_HAL_1,8,1_BED_3,2,13,4
1_HAL_1,8,1_UTI_2,6,13,22
1_HAL_1,8,1_BED_2,2,13,3
1_HAL_1,8,1_BAT_2,4,13,1
1_BED_2,2,1_HAL_3,8,3,14
1_BED_2,2,1_HAL_1,8,3,13
1_DRE_1,5,1_BED_3,2,8,4
1_POR_2,18,1_HAL_1,8,20,13
1_KIT_1,3,1_LIV_1,1,15,17
1_KIT_1,3,1_PAN_1,9,15,18
1_KIT_1,3,1_LAU_1,10,15,16
1_BAT_2,4,1_HAL_1,8,1,13
1_BAT_2,4,1_HAL_3,8,1,14
1_FOY_1,0,1_LIV_1,1,11,17
1_FOY_1,0,1_CLO_1,11,11,5
1_FOY_1,0,1_BED_1,2,11,2
1_FOY_1,0,1_POR_1,18,11,19
1_DRE_2,5,1_BED_1,2,9,2
1_BED_3,2,1_DRE_1,5,4,8
1_BED_3,2,1_HAL_1,8,4,13
1_DRE_3,5,1_BAT_1,4,10,0
1_UTI_2,6,1_HAL_1,8,22,13
1_LAU_1,10,1_GAR_1,19,16,12
1_LAU_1,10,1_KIT_1,3,16,15
1_PAN_1,9,1_KIT_1,3,18,15
1_CLO_1,11,1_FOY_1,0,5,11
1_HAL_3,8,1_CLO_2,11,14,6
1_HAL_3,8,1_CLO_3,11,14,7
1_HAL_3,8,1_BED_2,2,14,3
1_HAL_3,8,1_BAT_2,4,14,1
1_CLO_2,11,1_HAL_3,8,6,14
1_CLO_3,11,1_HAL_3,8,7,14
