ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_DIN_1,20,1_KIT_1,3,3,7
1_DIN_1,20,1_LIV_1,1,3,8
1_DIN_1,20,1_FOY_1,0,3,4
1_DIN_1,20,1_LIV_1,1,3,8
1_KIT_1,3,1_LIV_1,1,7,8
1_KIT_1,3,1_DIN_1,20,7,3
1_FOY_1,0,1_LIV_1,1,4,8
1_FOY_1,0,1_CLO_2,11,4,2
1_FOY_1,0,1_BAT_1,4,4,0
1_FOY_1,0,1_DIN_1,20,4,3
1_FOY_1,0,1_STA_1,7,4,10
1_FOY_1,0,1_POR_1,18,4,9
1_BAT_1,4,1_FOY_1,0,0,4
1_STA_1,7,1_FOY_1,0,10,4
1_STA_1,7,1_HAL_1,8,10,6
1_HAL_1,8,1_LIV_1,1,6,8
1_HAL_1,8,1_CLO_1,11,6,1
1_HAL_1,8,1_STA_1,7,6,10
1_HAL_1,8,1_GAR_1,19,6,5
1_LIV_1,1,1_KIT_1,3,8,7
1_LIV_1,1,1_FOY_1,0,8,4
1_LIV_1,1,1_HAL_1,8,8,6
1_LIV_1,1,1_DIN_1,20,8,3
1_LIV_1,1,1_DIN_1,20,8,3
1_CLO_1,11,1_HAL_1,8,1,6
1_CLO_2,11,1_FOY_1,0,2,4
1_GAR_1,19,1_HAL_1,8,5,6
1_POR_1,18,1_FOY_1,0,9,4
