ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_GAR_1,19,1_UTI_2,6,11,20
1_GAR_1,19,1_HAL_2,8,11,13
1_DRE_1,5,1_BED_1,2,7,3
1_BAT_1,4,1_HAL_1,8,0,12
1_BED_1,2,1_DRE_1,5,3,7
1_BED_1,2,1_HAL_1,8,3,12
1_BAT_2,4,1_DRE_4,5,1,10
1_BAT_2,4,1_BED_2,2,1,4
1_POR_1,18,1_LIV_1,1,16,15
1_LIV_1,1,1_HAL_1,8,15,12
1_LIV_1,1,1_KIT_1,3,15,14
1_LIV_1,1,1_HAL_2,8,15,13
1_LIV_1,1,1_POR_1,18,15,16
1_LIV_1,1,1_POR_2,18,15,17
1_BED_2,2,1_DRE_3,5,4,9
1_BED_2,2,1_BAT_2,4,4,1
1_BED_2,2,1_HAL_2,8,4,13
1_HAL_1,8,1_LIV_1,1,12,15
1_HAL_1,8,1_BAT_1,4,12,0
1_HAL_1,8,1_BED_1,2,12,3
1_HAL_1,8,1_UTI_1,6,12,19
1_HAL_1,8,1_BED_3,2,12,5
1_STA_1,7,1_HAL_2,8,18,13
1_UTI_1,6,1_HAL_1,8,19,12
1_KIT_1,3,1_LIV_1,1,14,15
1_DRE_2,5,1_BED_3,2,8,5
1_DRE_3,5,1_BED_2,2,9,4
1_BAT_3,4,1_BED_3,2,2,5
1_DRE_4,5,1_BAT_2,4,10,1
1_UTI_2,6,1_GAR_1,19,20,11
1_UTI_3,6,1_HAL_2,8,21,13
1_POR_2,18,1_LIV_1,1,17,15
1_HAL_2,8,1_LIV_1,1,13,15
1_HAL_2,8,1_CLO_1,11,13,6
1_HAL_2,8,1_STA_1,7,13,18
1_HAL_2,8,1_UTI_3,6,13,21
1_HAL_2,8,1_GAR_1,19,13,11
1_HAL_2,8,1_BED_2,2,13,4
1_BED_3,2,1_DRE_2,5,5,8
1_BED_3,2,1_BAT_3,4,5,2
1_BED_3,2,1_HAL_1,8,5,12
1_CLO_1,11,1_HAL_2,8,6,13
