ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_GAR_1,19,1_UTI_2,6,7,16
1_BED_1,2,1_BAT_2,4,2,1
1_BED_1,2,1_HAL_2,8,2,9
1_FOY_1,0,1_LIV_1,1,6,11
1_FOY_1,0,1_POR_1,18,6,13
1_LIV_1,1,1_FOY_1,0,11,6
1_LIV_1,1,1_HAL_1,8,11,8
1_LIV_1,1,1_HAL_2,8,11,9
1_LIV_1,1,1_KIT_1,3,11,10
1_BAT_1,4,1_HAL_1,8,0,8
1_HAL_1,8,1_LIV_1,1,8,11
1_HAL_1,8,1_CLO_1,11,8,3
1_HAL_1,8,1_BAT_1,4,8,0
1_HAL_1,8,1_UTI_1,6,8,15
1_HAL_1,8,1_STA_1,7,8,14
1_STA_1,7,1_HAL_1,8,14,8
1_UTI_1,6,1_HAL_1,8,15,8
1_BAT_2,4,1_DRE_1,5,1,4
1_BAT_2,4,1_DRE_2,5,1,5
1_BAT_2,4,1_BED_1,2,1,2
1_DRE_1,5,1_BAT_2,4,4,1
1_HAL_2,8,1_LIV_1,1,9,11
1_HAL_2,8,1_UTI_2,6,9,16
1_HAL_2,8,1_BED_1,2,9,2
1_KIT_1,3,1_LIV_1,1,10,11
1_KIT_1,3,1_PAN_1,9,10,12
1_PAN_1,9,1_KIT_1,3,12,10
1_DRE_2,5,1_BAT_2,4,5,1
1_POR_1,18,1_FOY_1,0,13,6
1_CLO_1,11,1_HAL_1,8,3,8
1_UTI_2,6,1_GAR_1,19,16,7
1_UTI_2,6,1_HAL_2,8,16,9
